"","SI_1_2.1","SI_1_2.2","SI_1_2.3","SI_1_2.4","SI_1_2.5","SI_1_2.6","SI_1_2.7","SI_1_2.8","SI_1_2.9","SI_1_2.10","SI_1_2.11","SI_1_2.12","SI_1_2.13","SI_1_2.14","SI_1_2.15","SI_1_2.16","SI_1_2.17","SI_1_2.18","SI_1_2.19","SI_1_2.20","SI_1_2.21","SI_1_2.22","SI_1_2.23","SI_1_2.24","SI_1_2.25","SI_1_2.26","SI_1_2.27","SI_1_2.28","SI_1_2.29","SI_1_2.30","SI_1_2.31","SI_1_2.32","SI_1_2.33","SI_1_2.34","SI_1_2.35","SI_1_2.36","SI_1_2.37","SI_1_2.38","SI_1_2.39","SI_1_2.40","SI_1_2.41","SI_1_2.42","SI_1_2.43"
"05 NOV2015","_",0.316,0.702,1.754,8.583,2.304,2.888,2.388,1.159,1.375,1.651,0.606,138.970,"_","_",1.754,1.636,0.947,1.476,34.376,"_","_","_",15.093,"_",-27.080,9.568,11.037,16.893,-2.333,0.226,8.270,9.545,10406.800,21.060,1.088300,-10.362,132.650000,-8.662,"_","_","_",76.130
"06 NOV2015","_",0.215,0.744,1.859,8.943,2.358,3.021,1.732,1.209,1.349,1.650,0.598,137.800,"_","_",1.865,1.511,1.277,1.690,30.838,"_","_","_",15.505,"_",-28.640,10.227,12.059,18.504,-3.233,0.490,8.680,10.400,10413.300,20.540,1.086400,-10.518,132.410000,-8.827,"_","_","_",76.163
"09 NOV2015","_","_",0.828,1.954,8.962,"_",3.146,1.501,1.281,1.371,1.654,0.705,137.320,"_","_","_",1.726,0.021,0.445,30.919,"_","_","_",14.486,"_",-29.457,8.642,10.299,16.281,-4.126,-0.519,7.585,12.561,10291.700,20.800,1.077600,-11.243,133.080000,-8.366,"_","_","_",76.078
"10 NOV2015","_",0.245,0.839,1.970,9.074,2.498,3.176,0.596,1.255,1.409,1.717,0.640,138.260,"_","_",1.935,1.710,0.074,0.557,30.894,"_","_","_",13.927,"_",-29.783,8.866,10.473,18.052,-4.126,-0.364,7.331,12.724,10305.400,22.830,1.071100,-11.778,131.980000,-9.123,"_","_","_",75.932
"11 NOV2015","_",0.254,0.684,1.858,9.024,2.478,3.130,0.090,1.225,1.449,"_",0.601,138.800,"_","_",1.866,1.722,0.480,0.950,30.909,"_","_","_",14.583,"_",-29.354,9.598,11.242,17.742,-4.429,-0.678,6.988,12.840,10350.400,22.670,1.071600,-11.737,131.900000,-9.179,"_","_","_",75.910
"12 NOV2015","_",0.333,0.653,1.829,8.934,2.433,3.074,0.579,1.213,1.427,1.732,0.607,138.880,"_","_",1.747,1.701,-1.790,-1.318,31.363,"_","_","_",12.285,"_",-29.606,7.668,9.965,14.977,-4.095,-2.104,5.680,12.876,10108.600,23.910,1.072600,-11.655,131.920000,-9.165,"_","_","_",75.921
"13 NOV2015",-0.037,0.245,0.691,1.808,9.009,2.413,3.007,0.720,1.239,1.436,1.740,0.576,139.330,"_",1.187,1.834,1.702,-2.033,-1.635,31.280,"_","_","_",12.529,"_",-30.874,6.808,9.208,14.889,-5.900,-3.242,4.050,12.298,10074.600,25.210,1.076400,-11.342,132.040000,-9.082,"_","_","_",75.965
"16 NOV2015","_",0.363,0.698,1.804,9.005,2.367,3.051,1.077,1.251,1.407,1.708,0.563,139.210,"_","_",1.717,1.706,-1.944,-1.508,30.993,"_","_","_",12.853,"_",-30.869,6.859,9.257,14.724,-6.820,-1.908,5.248,11.134,10072.600,28.550,1.072300,-11.679,132.010000,-9.103,"_","_","_",75.922
"17 NOV2015",-0.040,0.199,0.678,1.772,9.014,2.329,2.958,0.959,1.259,1.454,1.772,0.528,139.350,"_",1.180,1.881,1.708,0.336,0.820,30.666,"_","_","_",14.878,"_",-29.440,9.710,11.886,17.344,-6.392,-1.872,5.278,12.491,10323.700,26.510,1.067000,-12.116,131.490000,-9.461,"_","_","_",75.822
"18 NOV2015",-0.045,0.179,0.687,1.760,9.002,2.284,2.908,-0.005,1.223,1.428,1.783,0.519,139.770,"_",1.185,1.901,1.720,-0.653,-0.179,28.023,"_","_","_",14.739,"_",-27.817,9.073,11.773,16.198,-4.528,-0.482,7.161,12.598,10268.300,27.130,1.066600,-12.149,131.650000,-9.351,"_","_","_",75.819
"19 NOV2015",-0.045,0.283,0.633,1.679,8.910,2.228,2.861,1.650,1.191,1.420,1.774,0.500,140.220,"_",1.185,1.757,1.701,0.242,0.732,26.728,"_","_","_",14.810,"_",-27.497,9.614,13.053,16.726,-4.373,-0.507,7.128,13.805,10358.500,25.260,1.068700,-11.976,131.600000,-9.385,"_","_","_",75.825
"20 NOV2015",-0.060,0.154,0.753,1.626,8.936,2.173,2.738,1.730,1.152,1.405,1.778,0.487,140.650,"_",1.200,1.876,1.714,-0.317,0.105,26.574,"_","_","_",14.394,"_",-26.869,9.726,13.403,16.454,-3.597,0.004,7.788,13.919,10310.300,15.420,1.068800,-11.968,131.280000,-9.605,"_","_","_",75.816
"23 NOV2015","_",0.265,0.619,1.658,8.887,2.154,2.772,2.339,1.130,1.374,1.769,0.538,140.500,"_","_",1.765,1.682,-0.468,-0.020,25.549,"_","_","_",14.133,"_",-25.960,9.497,13.123,17.267,-3.525,-0.171,7.737,"_",10281.300,26.970,1.063100,-12.437,130.920000,-9.853,"_","_","_",75.781
"24 NOV2015",-0.062,0.237,0.622,1.620,8.887,2.157,2.770,2.445,1.130,1.359,1.739,0.499,140.760,"_",1.192,1.803,1.730,-1.102,-0.703,25.557,"_","_","_",13.052,"_",-25.954,8.364,11.508,15.444,-3.969,-0.061,7.744,14.178,10196.000,28.130,1.065100,-12.272,130.520000,-10.129,"_","_","_",75.824
"25 NOV2015",-0.065,0.232,0.541,1.566,8.879,2.096,2.760,2.677,1.103,1.408,1.776,0.471,141.660,"_",1.185,1.738,1.714,-0.990,-0.508,25.468,"_","_","_",13.267,"_",-27.131,10.031,13.910,17.606,-4.399,-0.054,8.025,13.735,10210.000,28.040,1.058600,-12.808,129.940000,-10.528,"_","_","_",75.708
"26 NOV2015",-0.079,0.192,0.547,1.566,8.796,2.086,2.734,3.070,1.092,1.383,"_",0.473,141.780,"_",1.199,1.768,1.694,0.058,0.514,24.747,"_","_","_",14.672,"_",-27.354,11.193,15.453,18.828,-3.479,-0.054,"_",14.290,10318.500,27.830,1.061200,-12.594,130.060000,-10.446,"_","_","_",75.750
"27 NOV2015",-0.085,0.173,0.568,1.530,8.811,2.063,2.719,3.232,1.069,1.378,1.776,0.444,142.100,"_",1.205,1.777,1.680,-0.159,0.304,24.712,"_","_","_",15.121,"_",-28.457,10.887,15.177,18.742,-2.634,-0.138,8.266,13.943,10291.600,28.380,1.058000,-12.857,129.750000,-10.659,"_","_","_",75.722
"30 NOV2015",-0.084,0.226,0.532,1.512,8.784,2.056,2.709,3.238,1.045,1.357,1.767,0.476,142.060,"_",1.194,1.744,1.708,0.556,1.045,24.650,"_","_","_",15.987,"_",-29.754,11.442,16.079,19.493,-2.908,-0.579,7.868,13.161,10374.600,30.390,1.057900,-12.865,130.220000,-10.335,"_","_","_",75.750
"01 DIC2015",-0.088,0.096,0.578,1.520,8.794,"_",2.708,3.672,1.025,1.351,1.743,0.508,142.360,"_",1.198,1.884,1.710,0.524,0.970,24.006,"_","_","_",16.515,"_",-30.029,10.590,14.846,18.774,-3.198,0.366,8.873,14.679,10368.600,29.810,1.060000,-12.693,130.570000,-10.094,"_","_","_",75.756
"02 DIC2015",-0.085,0.194,0.499,1.477,8.633,2.014,2.640,3.665,1.005,1.296,1.730,0.460,142.480,"_",1.195,1.756,1.683,0.115,0.608,24.023,"_","_","_",16.734,"_",-30.240,10.241,14.119,18.620,-2.596,-0.524,8.175,14.254,10330.500,29.850,1.061200,-12.594,130.700000,-10.005,"_","_","_",75.788
"03 DIC2015",-0.069,0.215,0.500,1.489,10.026,"_",2.853,3.627,1.009,1.297,1.722,0.490,140.120,"_",1.179,1.725,1.671,-2.243,-1.815,24.751,"_","_","_",15.425,"_",-29.829,6.258,10.032,15.694,-2.211,-1.938,6.365,14.264,10110.300,32.650,1.067100,-12.108,131.580000,-9.399,"_","_","_",75.915
"04 DIC2015",-0.033,0.244,0.734,1.736,10.005,2.237,2.855,3.849,1.060,1.252,1.625,0.704,139.720,1.000,1.133,1.866,1.744,-2.349,-1.953,24.401,"_","_","_",15.629,"_",-31.714,5.858,9.653,15.829,-4.433,0.138,8.577,11.769,10078.500,30.850,1.090200,-10.205,134.080000,-7.677,"_","_","_",76.247
"07 DIC2015","_",0.165,0.653,1.669,10.281,"_","_",3.583,1.030,1.285,1.670,0.625,141.550,"_","_",1.875,1.681,-2.683,-2.307,24.012,"_","_","_",16.420,"_",-32.869,6.794,11.020,15.912,-5.217,-0.519,7.723,12.878,10024.800,28.860,1.080900,-10.971,133.400000,-8.146,"_","_","_",76.134
"08 DIC2015","_",0.276,0.621,1.625,10.263,"_",2.744,3.610,1.015,1.253,1.646,0.572,141.330,"_","_",1.754,1.675,-4.626,-4.304,24.355,"_","_","_",15.134,"_",-34.869,4.800,8.853,13.287,-6.562,-1.431,7.647,11.701,9838.600,30.700,1.087500,-10.427,133.640000,-7.980,"_","_","_",76.308
"09 DIC2015",-0.011,0.229,0.652,1.587,10.280,"_",2.739,2.737,1.024,1.275,1.675,0.584,141.330,"_",1.141,1.821,1.713,-4.662,-4.319,24.331,"_","_","_",14.606,"_",-32.383,4.156,8.025,13.091,-6.562,-1.856,6.056,10.603,9846.200,31.520,1.094100,-9.884,134.040000,-7.705,"_","_","_",76.347
"10 DIC2015",0.005,0.238,0.659,1.608,10.271,2.110,"_",2.045,1.050,1.275,1.661,0.567,141.330,"_",1.125,1.822,1.702,-5.231,-4.872,24.280,"_","_","_",13.706,"_",-33.451,3.926,8.091,12.611,-6.692,-1.393,6.527,9.144,9793.100,33.430,1.094300,-9.867,132.970000,-8.442,"_","_","_",76.293
"11 DIC2015",0.017,0.311,0.606,1.582,10.273,2.146,2.804,3.402,1.056,1.288,1.659,0.552,139.820,"_",1.113,1.759,1.718,-6.691,-6.312,24.064,"_","_","_",12.563,"_",-36.046,1.805,5.451,10.537,-7.280,-3.130,4.168,10.198,9634.500,36.190,1.095000,-9.810,133.020000,-8.407,"_","_","_",76.307
"14 DIC2015",0.011,0.226,0.698,1.623,10.489,2.200,2.818,3.726,1.119,1.271,1.615,0.546,138.770,1.171,1.119,1.854,1.727,-8.617,-8.279,24.343,"_","_","_",12.005,"_",-36.931,-0.229,3.404,7.861,-9.341,-2.550,4.564,8.210,9431.800,39.370,1.098300,-9.538,132.540000,-8.738,"_","_","_",76.364
"15 DIC2015",0.015,0.261,0.763,1.749,10.040,2.265,2.871,3.468,1.124,1.270,1.605,0.654,138.000,"_",1.105,1.859,1.731,-5.892,-5.525,24.677,"_","_","_",14.523,"_",-35.069,3.022,6.576,11.891,-10.539,-1.673,5.475,6.390,9701.800,40.580,1.099000,-9.480,132.970000,-8.442,"_","_","_",76.363
"16 DIC2015",0.022,0.250,0.780,1.763,9.992,2.267,2.905,2.708,1.100,1.277,1.596,0.681,137.640,"_",1.098,1.870,1.677,-5.846,-5.530,24.676,"_","_","_",14.447,"_",-35.480,3.189,6.769,11.563,-8.350,-0.415,7.075,9.164,9701.100,44.250,1.093300,-9.950,133.180000,-8.297,"_","_","_",76.367
"17 DIC2015","_","_",0.733,1.715,9.872,2.245,2.820,2.405,1.126,1.291,1.660,0.617,138.160,"_","_","_",1.705,-4.294,-3.901,23.785,"_","_","_",15.126,"_",-34.011,5.086,9.511,13.208,-7.690,-1.836,5.627,10.904,9890.800,38.460,1.084100,-10.708,132.820000,-8.545,"_","_","_",76.274
"18 DIC2015","_",0.225,0.798,1.716,9.904,2.189,2.837,2.391,1.133,1.279,1.666,0.561,138.810,"_","_",1.875,1.674,-5.841,-5.471,24.056,"_","_","_",14.174,"_",-35.309,3.632,8.186,11.729,-7.060,-3.897,3.949,8.802,9673.100,26.190,1.083600,-10.749,131.600000,-9.385,"_","_","_",76.238
"21 DIC2015",0.015,0.217,0.840,1.789,9.991,2.320,2.988,2.579,1.252,1.285,1.672,0.544,137.870,1.040,1.105,1.923,1.691,-9.188,-8.889,25.250,"_","_","_",10.653,"_",-37.840,2.116,7.059,10.979,-7.823,-3.206,4.917,8.396,9369.200,23.730,1.087000,-10.469,131.930000,-9.158,"_","_","_",76.313
"22 DIC2015","_",0.262,0.866,1.778,9.948,2.289,2.909,2.596,1.206,1.278,1.633,0.587,137.720,"_","_",1.868,1.702,-8.708,-8.404,24.576,"_","_","_",11.253,"_",-38.303,2.158,6.967,10.773,-8.091,-2.277,5.597,8.228,9369.800,22.640,1.095200,-9.793,132.420000,-8.820,"_","_","_",76.441
"23 DIC2015","_",0.292,0.865,1.786,9.948,2.312,"_",2.408,1.218,1.302,1.643,0.624,137.330,"_","_",1.838,1.754,-6.518,-6.211,25.029,"_","_","_",13.184,"_",-36.577,4.457,"_",10.773,-4.951,-1.237,6.543,"_",9611.000,20.800,1.091600,-10.090,131.920000,-9.165,"_","_","_",76.362
"24 DIC2015","_","_","_",1.849,9.697,"_","_",-0.224,1.238,1.317,1.686,0.616,137.330,"_","_","_",1.701,-6.114,-5.804,25.047,"_","_","_",13.124,"_",-36.691,4.387,9.404,12.857,-4.951,-1.520,6.597,7.673,9656.200,20.400,1.094700,-9.834,131.830000,-9.227,"_","_","_",76.387
"25 DIC2015","_","_","_","_","_","_","_",-0.224,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",12.857,"_","_","_",7.554,"_","_","_","_","_","_","_","_","_","_"
"28 DIC2015","_",0.239,0.755,1.781,9.737,2.297,2.933,2.083,1.188,1.314,1.629,0.619,138.000,"_","_",1.841,1.729,-7.292,-7.072,24.917,"_","_","_",13.347,"_",-37.371,3.498,8.652,12.398,"_",-1.654,6.438,8.152,9516.200,22.540,1.096200,-9.711,132.050000,-9.075,"_","_","_",76.420
"29 DIC2015",-0.116,0.248,0.775,1.791,9.754,2.292,2.910,2.022,1.194,1.285,1.654,0.609,137.900,1.130,1.236,1.802,1.699,-6.177,-5.925,25.094,"_","_","_",14.595,"_",-35.646,5.335,10.755,13.935,-4.743,-0.573,7.852,8.776,9625.200,21.890,1.095200,-9.793,131.880000,-9.192,"_","_","_",76.454
"30 DIC2015","_",0.216,0.740,1.765,9.637,2.320,2.973,1.901,1.159,1.354,1.698,0.618,138.330,"_","_",1.844,1.705,-6.450,-6.203,25.089,"_","_","_",14.559,"_",-37.554,4.499,"_",13.935,-4.448,-1.230,6.963,9.071,9626.500,22.310,1.092600,-10.007,131.660000,-9.344,"_","_","_",76.411
"31 DIC2015","_","_",0.676,"_",9.542,"_",2.975,1.962,1.163,1.362,1.639,0.610,138.330,1.150,"_","_","_",-7.418,-7.153,23.439,"_","_","_",13.746,"_",-39.474,3.848,9.561,12.657,-4.931,-2.233,5.730,9.071,9526.300,23.440,1.088700,-10.329,131.070000,-9.750,"_","_","_",76.328
"01 ENE2016","_","_","_","_","_","_","_",0.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"04 ENE2016","_",0.252,0.688,1.701,9.570,2.240,"_",0.041,1.143,1.333,1.672,0.565,138.910,"_","_",1.748,1.679,-2.332,-2.420,23.883,"_","_","_",-1.625,"_",1.737,-3.145,-4.278,-3.196,0.000,-1.584,-2.083,-3.062,9264.300,26.330,1.089800,0.101,129.780000,-0.984,"_","_","_",76.361
"05 ENE2016","_",0.246,0.626,1.668,9.568,"_","_",0.096,1.125,1.337,1.695,0.549,139.120,"_","_",1.754,1.712,-2.125,-2.190,23.821,"_","_","_",-1.300,"_",1.879,-2.739,-4.030,-2.032,-1.683,-1.529,-2.316,-3.466,9281.800,26.790,1.074600,-1.295,127.880000,-2.434,"_","_","_",76.143
"06 ENE2016","_",0.261,0.577,1.683,9.565,2.232,"_",-0.363,1.153,1.325,1.692,0.499,139.320,"_","_",1.719,1.667,-3.621,-3.634,24.040,"_","_","_",-3.204,"_",0.595,-3.923,-4.924,-4.650,-2.706,-2.976,-3.428,-4.426,9154.900,28.210,1.074200,-1.332,127.190000,-2.960,"_","_","_",76.158
"07 ENE2016","_",0.181,0.559,1.676,9.680,2.286,2.915,0.582,1.197,1.278,1.658,0.506,138.500,1.143,"_",1.799,1.714,-5.029,-5.081,23.997,"_","_","_",-4.454,"_",-4.220,-5.596,-7.104,-5.738,-2.706,-5.228,-6.350,-6.653,9018.100,29.840,1.086800,-0.175,127.740000,-2.541,"_","_","_",76.398
"08 ENE2016","_",0.288,0.650,1.727,9.706,2.252,2.979,0.228,1.167,1.276,1.657,0.532,139.000,"_","_",1.702,1.663,-6.619,-6.653,24.240,"_","_","_",-5.447,"_",-8.006,-7.163,-8.319,-7.232,-4.618,-6.190,-7.265,-7.018,8890.800,28.280,1.086100,-0.239,128.510000,-1.953,"_","_","_",76.404
"11 ENE2016","_",0.289,0.690,1.746,9.882,"_",2.946,0.628,1.228,1.262,1.640,0.536,138.000,1.180,"_",1.721,1.694,-6.838,-6.895,24.098,"_","_","_",-5.918,"_",-8.610,-7.346,-8.545,-7.761,-5.285,-5.891,-7.378,"_",8889.900,32.600,1.088800,0.009,128.330000,-2.090,"_","_","_",76.438
"12 ENE2016","_",0.287,0.803,1.828,9.906,2.376,3.021,0.704,1.270,1.242,1.636,0.574,137.570,1.150,"_",1.763,1.702,-6.516,-6.588,24.092,"_","_","_",-5.036,"_",-10.215,-6.208,-7.052,-6.762,-5.935,-5.216,-6.420,-9.534,8919.800,30.660,1.083600,-0.468,127.790000,-2.502,"_","_","_",76.423
"13 ENE2016","_",0.250,0.756,1.803,10.003,2.337,2.969,0.114,1.234,1.245,1.631,0.508,138.120,1.090,"_",1.790,1.657,-6.337,-6.388,24.027,"_","_","_",-5.416,"_",-10.026,-5.953,-7.280,-5.969,-5.015,-7.309,-9.613,-6.925,8925.600,30.380,1.081600,-0.652,127.740000,-2.541,"_","_","_",76.409
"14 ENE2016","_",0.184,0.774,1.824,10.008,2.307,2.914,-0.041,1.269,1.238,1.606,0.488,138.100,"_","_",1.856,1.636,-7.828,-7.926,24.004,"_","_","_",-7.082,"_",-10.366,-7.453,-8.832,-7.540,-4.507,-6.003,-7.837,-9.419,8804.600,35.160,1.089300,0.055,128.260000,-2.144,"_","_","_",76.570
"15 ENE2016","_",0.156,0.643,1.766,9.997,2.291,2.921,-0.010,1.253,1.208,1.568,0.478,138.420,"_","_",1.874,1.664,-10.316,-10.484,24.802,"_","_","_",-9.091,"_",-13.463,-9.642,-11.149,-10.376,-5.192,-8.246,-10.365,-9.912,8553.800,37.200,1.091400,0.248,127.800000,-2.495,"_","_","_",76.639
"18 ENE2016","_",0.328,0.657,1.769,10.000,2.287,2.915,-0.516,1.269,1.229,"_",0.470,138.430,"_","_",1.702,1.661,-11.205,-11.262,24.773,"_","_","_",-10.415,"_",-13.265,-10.165,-11.367,-12.753,-7.020,"_","_",-10.918,8451.000,30.750,1.089200,0.046,127.780000,-2.510,"_","_","_",76.633
"19 ENE2016",-0.048,0.321,0.788,1.771,9.968,2.255,"_",0.249,1.227,1.249,1.588,0.499,138.880,1.140,1.158,1.719,1.649,-10.382,-10.365,24.887,"_","_","_",-9.619,"_",-13.567,-8.784,-10.042,-11.849,-7.408,-8.086,-10.594,-10.431,8533.200,29.440,1.086800,-0.175,128.120000,-2.251,"_","_","_",76.633
"20 ENE2016",-0.049,0.155,0.657,1.748,9.982,2.299,2.936,0.453,1.263,1.145,1.483,0.504,138.090,"_",1.159,1.885,1.712,-13.270,-13.231,25.254,"_","_","_",-12.773,"_",-19.411,-11.780,-12.579,-16.110,-5.856,-9.517,-10.699,-13.752,8241.500,32.730,1.090700,0.184,127.280000,-2.892,"_","_","_",76.710
"21 ENE2016",-0.047,0.273,0.815,1.820,9.476,2.340,2.905,0.362,1.249,1.174,1.506,0.479,138.880,"_",1.157,1.767,1.610,-11.701,-11.525,25.640,"_","_","_",-12.717,"_",-17.192,-9.904,-10.880,-12.583,-9.111,-8.851,-10.691,-15.848,8411.000,30.070,1.089300,0.055,127.430000,-2.777,"_","_","_",76.716
"22 ENE2016",-0.072,0.229,0.633,1.719,9.438,"_",2.894,0.342,1.208,1.237,1.594,0.479,138.620,"_",1.172,1.761,1.661,-8.772,-8.605,27.073,"_","_","_",-10.457,"_",-15.559,-7.477,-9.105,-11.158,-7.506,-7.641,-8.312,-10.903,8730.100,28.020,1.080800,-0.726,127.770000,-2.518,"_","_","_",76.449
"25 ENE2016","_",0.120,0.624,1.707,9.445,2.250,3.019,0.023,1.244,1.221,1.567,0.480,138.820,"_","_",1.880,1.713,-10.340,-10.231,27.161,"_","_","_",-10.845,"_",-16.078,-8.133,-9.372,-12.965,-5.484,-8.837,-9.764,-10.102,8552.900,27.610,1.081500,-0.661,128.070000,-2.289,"_","_","_",76.514
"26 ENE2016",-0.066,0.247,0.603,1.733,9.540,2.185,2.836,0.539,1.223,1.227,1.555,0.456,139.660,"_",1.156,1.743,1.637,-9.046,-8.924,27.322,"_","_","_",-10.478,"_",-16.588,-7.182,-8.566,-11.647,-5.852,-7.218,-8.782,-12.214,8674.800,27.820,1.083700,-0.459,128.220000,-2.174,"_","_","_",76.559
"27 ENE2016",-0.062,0.207,0.693,1.640,9.526,2.143,2.808,0.616,1.182,1.270,1.583,0.444,139.920,"_",1.152,1.773,1.660,-8.583,-8.416,27.399,"_","_","_",-10.309,"_",-15.049,-6.857,-8.026,-12.001,-5.300,-8.497,-10.769,-9.824,8707.700,27.590,1.088800,0.009,128.910000,-1.648,"_","_","_",76.597
"28 ENE2016",-0.068,0.137,0.650,1.626,9.345,2.122,2.779,0.665,1.214,1.270,1.579,0.401,140.130,1.100,1.148,1.833,1.654,-10.204,-9.991,27.625,"_","_","_",-10.738,"_",-14.058,-8.817,-10.271,-15.073,-4.036,-7.778,-10.000,-10.467,8571.600,27.470,1.090300,0.147,129.620000,-1.106,"_","_","_",76.656
"29 ENE2016",-0.081,0.185,0.569,1.604,9.611,2.069,"_",1.112,1.190,1.248,1.606,0.349,141.120,"_",1.161,1.785,1.676,-7.867,-7.632,28.432,"_","_","_",-9.032,"_",-11.320,-6.807,-8.795,-12.891,-4.975,-5.502,-7.858,-7.962,8768.500,28.960,1.092000,0.303,132.250000,0.900,"_","_","_",76.772
"01 FEB2016","_",0.099,0.579,1.597,9.520,"_",2.738,1.139,1.203,1.260,1.599,0.337,140.560,"_","_",1.841,1.633,-8.259,-7.918,28.376,"_","_","_",-8.880,"_",-10.442,-7.544,-9.170,-13.691,-2.540,-5.600,-7.729,-6.139,8778.200,28.140,1.088400,-0.028,131.990000,0.702,"_","_","_",76.688
"02 FEB2016","_",0.190,0.538,1.630,9.525,2.107,"_",1.688,1.246,1.282,1.621,0.317,140.320,"_","_",1.760,1.630,-10.950,-10.640,29.116,"_","_","_",-11.030,"_",-12.736,-9.661,-10.816,-16.322,-2.919,-7.297,-9.795,-6.741,8517.900,28.760,1.091900,0.294,131.840000,0.587,"_","_","_",76.706
"03 FEB2016","_",0.176,0.564,1.656,9.539,2.152,"_",1.978,1.279,1.259,1.572,0.320,140.580,"_","_",1.774,1.644,-13.138,-12.884,29.607,"_","_","_",-12.369,"_",-12.576,-11.351,-12.177,-18.705,-5.131,-6.246,-10.049,-9.680,8324.400,31.700,1.093300,0.423,130.580000,-0.374,"_","_","_",76.623
"04 FEB2016","_",0.197,0.621,1.679,9.709,2.196,2.874,1.645,1.307,1.274,1.589,0.326,139.960,"_","_",1.763,1.641,-11.446,-11.275,30.053,"_","_","_",-12.039,"_",-7.997,-11.085,-12.563,-17.706,-6.491,-5.787,-9.942,-10.448,8469.600,29.310,1.120600,2.930,131.490000,0.320,"_","_","_",76.966
"05 FEB2016",-0.090,0.206,0.588,1.687,9.330,"_",2.857,1.432,1.314,1.259,1.550,0.304,139.780,"_",1.150,1.754,1.633,-11.023,-10.946,30.120,"_","_","_",-12.188,"_",-8.724,-11.878,-13.560,-19.460,-5.504,-7.002,-12.866,-11.633,8496.300,28.640,1.120200,2.893,130.710000,-0.275,"_","_","_",76.980
"08 FEB2016",-0.082,0.263,0.695,1.768,9.626,2.240,2.872,1.266,1.468,1.255,1.561,0.244,140.260,"_",1.142,1.737,1.612,-14.926,-14.900,31.702,"_","_","_",-15.933,"_",-9.602,-14.762,-16.417,-23.238,-6.316,-8.023,-14.452,-10.662,8117.000,34.140,1.110100,1.966,129.110000,-1.495,"_","_","_",76.903
"09 FEB2016","_",0.250,0.756,1.860,9.473,2.279,3.014,1.065,1.563,1.189,1.500,0.231,140.270,"_","_",1.780,1.610,-17.076,-16.938,32.021,"_","_","_",-17.803,"_",-11.225,-16.251,-17.347,-25.703,-8.858,-8.096,-14.751,-15.490,7946.800,39.180,1.123600,3.206,129.070000,-1.526,"_","_","_",77.078
"10 FEB2016","_",0.276,0.677,1.732,9.451,2.290,2.925,0.825,1.448,1.183,1.513,0.263,139.960,1.150,"_",1.724,1.678,-14.761,-14.674,32.575,"_","_","_",-16.187,"_",-13.944,-14.643,-16.064,-21.964,-9.774,-8.667,-14.455,-17.444,8143.600,36.580,1.125700,3.399,129.420000,-1.259,"_","_","_",77.025
"11 FEB2016","_",0.282,0.814,1.855,9.534,2.312,3.071,0.290,1.629,1.099,1.413,0.159,138.450,1.130,"_",1.808,1.675,-18.862,-18.838,34.472,"_","_","_",-18.725,"_",-16.881,-17.970,-18.525,-26.358,-9.132,-10.128,-14.790,"_",7765.500,42.320,1.134700,4.225,127.300000,-2.876,"_","_","_",77.191
"12 FEB2016","_",0.292,0.819,1.778,9.499,2.282,3.015,0.398,1.560,1.152,1.475,0.206,139.080,"_","_",1.778,1.662,-17.043,-17.009,35.047,"_","_","_",-18.302,"_",-14.804,-15.650,-16.527,-22.894,-11.299,-8.328,-13.378,-21.441,7894.200,40.300,1.127500,3.564,127.070000,-3.052,"_","_","_",77.018
"15 FEB2016","_",0.309,0.666,1.722,9.536,2.260,2.904,0.371,1.438,1.201,"_",0.260,139.280,"_","_",1.851,1.659,-14.355,-14.302,35.516,"_","_","_",-16.402,"_",-13.123,-13.272,-14.299,-20.434,-8.566,"_","_",-15.820,8176.900,40.240,1.118000,2.691,127.600000,-2.647,"_","_","_",76.909
"16 FEB2016",0.007,0.375,0.709,1.802,9.575,"_",2.899,0.524,1.508,1.187,1.518,0.264,138.580,"_",1.043,1.785,1.578,-14.776,-14.738,35.485,"_","_","_",-16.702,"_",-13.472,-13.657,-14.967,-20.826,-6.697,-7.051,-11.412,-15.653,8118.200,39.420,1.116600,2.563,127.020000,-3.090,"_","_","_",76.921
"17 FEB2016",-0.001,0.317,0.714,1.791,9.554,"_",2.909,0.408,1.473,1.201,1.530,0.274,138.590,"_",1.050,1.743,1.679,-12.396,-12.356,36.161,"_","_","_",-14.669,"_",-9.677,-11.317,-12.713,-18.865,-6.090,-5.574,-9.453,-16.798,8353.800,35.530,1.113600,2.287,127.100000,-3.029,"_","_","_",76.930
"18 FEB2016",-0.011,0.229,0.700,1.762,5.386,2.178,2.867,0.806,1.433,1.237,1.566,0.260,139.140,"_",1.061,1.781,1.618,-13.147,-13.084,36.174,"_","_","_",-13.663,"_",-9.847,-11.396,-11.909,-20.104,-3.396,-5.805,-10.382,-14.905,8277.200,36.170,1.108400,1.809,126.170000,-3.738,"_","_","_",76.778
"19 FEB2016",-0.006,0.341,"_",1.740,9.494,2.165,"_",0.926,1.512,1.208,1.547,0.200,138.940,"_",1.046,1.699,1.660,-14.254,-14.145,36.232,"_","_","_",-14.069,"_",-11.131,-12.134,-12.612,-21.051,-4.331,-5.928,-10.045,-16.111,8167.200,28.470,1.109600,1.920,125.400000,-4.326,"_","_","_",76.825
