"","SI_2_2.1","SI_2_2.2","SI_2_2.3","SI_2_2.4","SI_2_2.5","SI_2_2.6","SI_2_2.7","SI_2_2.8","SI_2_2.9","SI_2_2.10","SI_2_2.11","SI_2_2.12","SI_2_2.13"
"NÚMERO SECUENCIAL",905832,905833,905834,905835,905836,905837,3775808,905838,905839,905840,905841,905842,905843
"DESCRIPCIÓN DE LA SERIE","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. VARIACIÓN DEL TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MARGINAL","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MEDIO","INTERVENCIÓN BCE. TIPO FACILIDAD DE CRÉDITO","INTERVENCIÓN BCE. TIPO FACILIDAD DE DEPÓSITO","ECONOMIA MUNDIAL. TIPO DE INTERÉS DÍA A DÍA. MERCADOS UEM. INTERBANCARIO. ESTER. BCE. ","MERCADOS MONETARIOS. TIPO EONIA","MERCADOS MONETARIOS. EURIBOR 1 MES","MERCADOS MONETARIOS. EURIBOR 3 MESES","MERCADOS MONETARIOS. EURIBOR 6 MESES","MERCADOS MONETARIOS. EURIBOR 12 MESES","FUTUROS EURIBOR 3 MESES. PRIMER VENCIMIENTO"
"DESCRIPCIÓN DE LAS UNIDADES","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Céntimos de Euros","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje"
"18 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.240,-0.222,-0.142,-0.054,0.049,100.135
"19 ENE2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.239,-0.222,-0.143,-0.056,0.048,100.160
"20 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.238,-0.225,-0.144,-0.061,0.045,100.170
"21 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.240,-0.230,-0.146,-0.065,0.042,100.185
"22 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.241,-0.231,-0.152,-0.074,0.032,100.180
"25 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.238,-0.231,-0.155,-0.077,0.028,100.185
"26 ENE2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.236,-0.231,-0.158,-0.082,0.025,100.180
"27 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.237,-0.231,-0.159,-0.082,0.022,100.175
"28 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.239,-0.229,-0.160,-0.083,0.022,100.175
"29 ENE2016","_","_","_","_",0.300,-0.300,"_",-0.228,-0.229,-0.162,-0.089,0.015,100.190
"01 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.237,-0.232,-0.162,-0.094,0.010,100.185
"02 FEB2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.232,-0.231,-0.161,-0.094,0.009,100.180
"03 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.247,-0.232,-0.162,-0.096,0.008,100.180
"04 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.231,-0.234,-0.166,-0.102,0.002,100.185
"05 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.236,-0.234,-0.167,-0.104,-0.002,100.180
"08 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.242,-0.235,-0.169,-0.107,-0.005,100.160
"09 FEB2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.237,-0.237,-0.171,-0.109,-0.004,100.180
"10 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.237,-0.238,-0.175,-0.111,-0.001,100.180
"11 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.239,-0.239,-0.179,-0.112,-0.006,100.185
"12 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.240,-0.240,-0.183,-0.116,-0.009,100.180
"15 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.243,-0.241,-0.183,-0.116,-0.008,100.185
"16 FEB2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.242,-0.245,-0.187,-0.120,-0.012,100.240
"17 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.244,-0.249,-0.189,-0.121,-0.011,100.240
"18 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.244,-0.253,-0.195,-0.124,-0.014,100.255
"19 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.243,-0.255,-0.198,-0.125,-0.017,100.250
"22 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.242,-0.258,-0.199,-0.126,-0.018,100.240
"23 FEB2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.246,-0.261,-0.200,-0.125,-0.016,100.240
"24 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.247,-0.262,-0.201,-0.128,-0.015,100.235
"25 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.249,-0.262,-0.201,-0.128,-0.015,100.245
"26 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.243,-0.264,-0.202,-0.129,-0.017,100.260
"29 FEB2016","_","_","_","_",0.300,-0.300,"_",-0.227,-0.265,-0.205,-0.134,-0.024,100.265
"01 MAR2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.238,-0.270,-0.207,-0.135,-0.026,100.255
"02 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.234,-0.273,-0.208,-0.134,-0.024,100.250
"03 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.238,-0.276,-0.213,-0.135,-0.025,100.260
"04 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.236,-0.281,-0.215,-0.136,-0.028,100.250
"07 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.239,-0.285,-0.216,-0.136,-0.024,100.245
"08 MAR2016",0.050,0.000,0.050,0.050,0.300,-0.300,"_",-0.234,-0.287,-0.221,-0.138,-0.025,100.245
"09 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.236,-0.291,-0.224,-0.139,-0.023,100.235
"10 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.242,-0.295,-0.229,-0.141,-0.025,100.220
"11 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.242,-0.301,-0.225,-0.131,-0.009,100.225
"14 MAR2016","_","_","_","_",0.300,-0.300,"_",-0.243,-0.311,-0.226,-0.131,-0.008,100.225
"15 MAR2016",0.000,"_",0.000,0.000,0.300,-0.300,"_",-0.248,-0.313,-0.227,-0.130,-0.006,100.235
"16 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.317,-0.230,-0.129,-0.004,100.235
"17 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.322,-0.234,-0.131,-0.003,100.245
"18 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.324,-0.235,-0.131,-0.003,100.240
"21 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.326,-0.238,-0.131,-0.002,100.240
"22 MAR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.344,-0.328,-0.239,-0.132,-0.002,100.245
"23 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.330,-0.241,-0.133,-0.003,100.245
"24 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.349,-0.331,-0.242,-0.134,-0.005,100.240
"25 MAR2016","_","_","_","_","_","_","_","_","_","_","_","_","_"
"28 MAR2016","_","_","_","_",0.250,-0.400,"_","_","_","_","_","_",100.240
"29 MAR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.347,-0.332,-0.242,-0.134,-0.006,100.245
"30 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.332,-0.243,-0.132,-0.004,100.250
"31 MAR2016","_","_","_","_",0.250,-0.400,"_",-0.303,-0.334,-0.244,-0.132,-0.005,100.245
"01 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.335,-0.245,-0.131,-0.002,100.245
"04 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.331,-0.339,-0.246,-0.132,-0.001,100.250
"05 ABR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.332,-0.339,-0.248,-0.132,-0.004,100.250
"06 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.334,-0.339,-0.248,-0.132,-0.005,100.250
"07 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.330,-0.339,-0.247,-0.134,-0.007,100.245
"08 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.334,-0.339,-0.248,-0.134,-0.010,100.250
"11 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.340,-0.251,-0.133,-0.011,100.250
"12 ABR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.341,-0.342,-0.249,-0.136,-0.012,100.260
"13 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.342,-0.249,-0.138,-0.013,100.250
"14 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.340,-0.342,-0.251,-0.138,-0.011,100.250
"15 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.342,-0.249,-0.140,-0.011,100.245
"18 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.348,-0.342,-0.249,-0.139,-0.012,100.250
"19 ABR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.340,-0.343,-0.250,-0.139,-0.011,100.255
"20 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.342,-0.249,-0.141,-0.011,100.250
"21 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.342,-0.249,-0.143,-0.011,100.250
"22 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.340,-0.342,-0.249,-0.143,-0.011,100.255
"25 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.343,-0.250,-0.144,-0.013,100.250
"26 ABR2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.342,-0.343,-0.252,-0.143,-0.014,100.255
"27 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.340,-0.343,-0.251,-0.142,-0.011,100.260
"28 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.343,-0.252,-0.142,-0.012,100.255
"29 ABR2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.344,-0.251,-0.141,-0.012,100.250
"02 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.338,-0.343,-0.250,-0.141,-0.012,100.250
"03 MAY2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.331,-0.343,-0.251,-0.142,-0.012,100.255
"04 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.336,-0.345,-0.253,-0.142,-0.012,100.255
"05 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.346,-0.255,-0.144,-0.013,100.255
"06 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.329,-0.348,-0.256,-0.144,-0.013,100.255
"09 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.326,-0.349,-0.258,-0.143,-0.014,100.255
"10 MAY2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.333,-0.349,-0.260,-0.144,-0.013,100.265
"11 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.350,-0.259,-0.144,-0.012,100.260
"12 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.349,-0.258,-0.144,-0.012,100.255
"13 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.349,-0.257,-0.144,-0.012,100.255
"16 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.348,-0.257,-0.143,-0.012,100.257
"17 MAY2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.334,-0.348,-0.257,-0.143,-0.011,100.255
"18 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.348,-0.257,-0.144,-0.011,100.260
"19 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.340,-0.349,-0.258,-0.143,-0.011,100.255
"20 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.349,-0.258,-0.143,-0.011,100.255
"23 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.338,-0.349,-0.258,-0.144,-0.012,100.255
"24 MAY2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.340,-0.351,-0.258,-0.144,-0.012,100.255
"25 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.349,-0.258,-0.144,-0.013,100.255
"26 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.356,-0.348,-0.258,-0.146,-0.014,100.260
"27 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.349,-0.260,-0.149,-0.015,100.260
"30 MAY2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.348,-0.261,-0.151,-0.015,100.265
"31 MAY2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.324,-0.349,-0.261,-0.153,-0.015,100.260
"01 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.349,-0.261,-0.153,-0.018,100.265
"02 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.330,-0.350,-0.262,-0.153,-0.017,100.265
"03 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.338,-0.351,-0.261,-0.154,-0.016,100.265
"06 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.331,-0.352,-0.262,-0.157,-0.018,100.265
"07 JUN2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.333,-0.352,-0.261,-0.159,-0.018,100.265
"08 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.352,-0.264,-0.160,-0.018,100.265
"09 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.331,-0.351,-0.262,-0.159,-0.018,100.265
"10 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.329,-0.353,-0.263,-0.159,-0.018,100.260
"13 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.327,-0.353,-0.263,-0.158,-0.020,100.260
"14 JUN2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.330,-0.353,-0.262,-0.159,-0.021,100.260
"15 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.334,-0.353,-0.262,-0.159,-0.021,100.265
"16 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.356,-0.264,-0.160,-0.026,100.265
"17 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.356,-0.265,-0.159,-0.026,100.270
"20 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.358,-0.266,-0.159,-0.028,100.265
"21 JUN2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.335,-0.358,-0.266,-0.159,-0.029,100.265
"22 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.340,-0.358,-0.268,-0.161,-0.029,100.265
"23 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.358,-0.269,-0.161,-0.029,100.270
"24 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.323,-0.364,-0.281,-0.175,-0.047,100.290
"27 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.336,-0.364,-0.283,-0.176,-0.048,100.280
"28 JUN2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.337,-0.361,-0.281,-0.176,-0.049,100.290
"29 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.364,-0.282,-0.178,-0.051,100.285
"30 JUN2016","_","_","_","_",0.250,-0.400,"_",-0.293,-0.364,-0.286,-0.179,-0.051,100.285
"01 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.321,-0.363,-0.290,-0.182,-0.052,100.300
"04 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.315,-0.363,-0.291,-0.185,-0.055,100.300
"05 JUL2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.323,-0.363,-0.292,-0.188,-0.059,100.300
"06 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.326,-0.365,-0.293,-0.189,-0.062,100.295
"07 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.329,-0.366,-0.293,-0.189,-0.063,100.295
"08 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.321,-0.367,-0.293,-0.190,-0.059,100.290
"11 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.326,-0.367,-0.292,-0.190,-0.063,100.290
"12 JUL2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.324,-0.369,-0.291,-0.191,-0.061,100.285
"13 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.326,-0.371,-0.295,-0.191,-0.061,100.305
"14 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.332,-0.371,-0.295,-0.190,-0.061,100.295
"15 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.371,-0.293,-0.187,-0.057,100.300
"18 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.334,-0.371,-0.295,-0.191,-0.061,100.290
"19 JUL2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.336,-0.371,-0.295,-0.189,-0.059,100.300
"20 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.371,-0.297,-0.189,-0.056,100.300
"21 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.370,-0.297,-0.188,-0.054,100.300
"22 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.371,-0.297,-0.189,-0.050,100.295
"25 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.334,-0.371,-0.297,-0.188,-0.049,100.300
"26 JUL2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.334,-0.371,-0.298,-0.187,-0.048,100.295
"27 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.331,-0.371,-0.298,-0.187,-0.049,100.305
"28 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.335,-0.371,-0.296,-0.186,-0.049,100.300
"29 JUL2016","_","_","_","_",0.250,-0.400,"_",-0.321,-0.371,-0.297,-0.186,-0.049,100.305
"01 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.330,-0.371,-0.297,-0.186,-0.048,100.295
"02 AGO2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.331,-0.371,-0.298,-0.184,-0.048,100.295
"03 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.332,-0.371,-0.299,-0.183,-0.047,100.300
"04 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.370,-0.298,-0.183,-0.045,100.300
"05 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.370,-0.298,-0.185,-0.047,100.295
"08 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.369,-0.298,-0.185,-0.046,100.295
"09 AGO2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.338,-0.369,-0.298,-0.187,-0.047,100.300
"10 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.333,-0.369,-0.297,-0.188,-0.048,100.300
"11 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.344,-0.369,-0.299,-0.189,-0.049,100.305
"12 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.368,-0.299,-0.188,-0.049,100.300
"15 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.369,-0.298,-0.189,-0.050,100.298
"16 AGO2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.336,-0.369,-0.299,-0.189,-0.050,100.310
"17 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.338,-0.369,-0.298,-0.190,-0.049,100.310
"18 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.369,-0.299,-0.191,-0.048,100.305
"19 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.369,-0.298,-0.189,-0.047,100.305
"22 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.369,-0.299,-0.190,-0.046,100.305
"23 AGO2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.340,-0.369,-0.298,-0.192,-0.047,100.310
"24 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.368,-0.298,-0.191,-0.048,100.305
"25 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.341,-0.370,-0.298,-0.192,-0.049,100.300
"26 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.371,-0.298,-0.191,-0.050,100.305
"29 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.371,-0.297,-0.193,-0.050,100.305
"30 AGO2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.341,-0.371,-0.299,-0.192,-0.051,100.305
"31 AGO2016","_","_","_","_",0.250,-0.400,"_",-0.329,-0.372,-0.299,-0.192,-0.052,100.305
"01 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.338,-0.372,-0.299,-0.193,-0.051,100.305
"02 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.373,-0.301,-0.193,-0.052,100.305
"05 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.339,-0.373,-0.301,-0.195,-0.052,100.305
"06 SEP2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.341,-0.372,-0.303,-0.197,-0.054,100.310
"07 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.354,-0.372,-0.303,-0.198,-0.059,100.310
"08 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.337,-0.373,-0.304,-0.201,-0.060,100.305
"09 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.369,-0.301,-0.198,-0.057,100.300
"12 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.344,-0.371,-0.303,-0.198,-0.057,100.305
"13 SEP2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.346,-0.372,-0.302,-0.199,-0.055,100.300
"14 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.372,-0.303,-0.199,-0.054,100.305
"15 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.371,-0.301,-0.199,-0.053,100.300
"16 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.371,-0.301,-0.201,-0.054,100.300
"19 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.371,-0.301,-0.202,-0.056,100.300
"20 SEP2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.346,-0.371,-0.301,-0.200,-0.057,100.305
"21 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.371,-0.301,-0.201,-0.058,100.305
"22 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.371,-0.301,-0.201,-0.059,100.305
"23 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.370,-0.302,-0.200,-0.059,100.310
"26 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.371,-0.303,-0.199,-0.060,100.310
"27 SEP2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.343,-0.371,-0.301,-0.201,-0.060,100.300
"28 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.371,-0.302,-0.202,-0.061,100.300
"29 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.371,-0.301,-0.201,-0.064,100.290
"30 SEP2016","_","_","_","_",0.250,-0.400,"_",-0.329,-0.371,-0.301,-0.203,-0.064,100.300
"03 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.321,-0.371,-0.301,-0.203,-0.064,100.300
"04 OCT2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.344,-0.372,-0.301,-0.202,-0.064,100.300
"05 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.342,-0.371,-0.302,-0.203,-0.064,100.300
"06 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.346,-0.371,-0.304,-0.202,-0.064,100.300
"07 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.349,-0.371,-0.304,-0.203,-0.063,100.300
"10 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.345,-0.371,-0.305,-0.203,-0.064,100.310
"11 OCT2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.348,-0.371,-0.306,-0.203,-0.066,100.305
"12 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.371,-0.309,-0.204,-0.069,100.305
"13 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.348,-0.372,-0.311,-0.204,-0.071,100.310
"14 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.350,-0.371,-0.311,-0.204,-0.072,100.310
"17 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.352,-0.371,-0.311,-0.204,-0.071,100.310
"18 OCT2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.349,-0.371,-0.312,-0.209,-0.073,100.310
"19 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.351,-0.371,-0.313,-0.210,-0.073,100.310
"20 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.349,-0.372,-0.313,-0.211,-0.073,100.310
"21 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.348,-0.372,-0.312,-0.211,-0.074,100.315
"24 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.350,-0.371,-0.311,-0.212,-0.070,100.310
"25 OCT2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.352,-0.371,-0.312,-0.212,-0.071,100.315
"26 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.351,-0.372,-0.313,-0.212,-0.070,100.310
"27 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.354,-0.372,-0.312,-0.213,-0.070,100.315
"28 OCT2016","_","_","_","_",0.250,-0.400,"_",-0.351,-0.373,-0.313,-0.212,-0.069,100.315
"31 OCT2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.332,-0.372,-0.313,-0.212,-0.069,100.310
"01 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.348,-0.374,-0.313,-0.211,-0.069,100.310
"02 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.373,-0.313,-0.213,-0.071,100.305
"03 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.373,-0.313,-0.213,-0.071,100.305
"04 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.343,-0.373,-0.312,-0.213,-0.071,100.305
"07 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.344,-0.373,-0.312,-0.211,-0.070,100.305
"08 NOV2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.344,-0.374,-0.312,-0.211,-0.070,100.305
"09 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.356,-0.373,-0.312,-0.211,-0.070,100.315
"10 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.353,-0.373,-0.312,-0.211,-0.071,100.315
"11 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.350,-0.374,-0.312,-0.210,-0.069,100.305
"14 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.347,-0.373,-0.312,-0.211,-0.070,100.315
"15 NOV2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.349,-0.371,-0.312,-0.211,-0.071,100.300
"16 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.356,-0.371,-0.311,-0.214,-0.073,100.300
"17 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.349,-0.372,-0.312,-0.215,-0.075,100.305
"18 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.350,-0.373,-0.313,-0.217,-0.077,100.305
"21 NOV2016","_","_","_","_",0.250,-0.400,"_",-0.349,-0.371,-0.312,-0.219,-0.078,100.310
"22 NOV2016",0.000,"_",0.000,0.000,0.250,-0.400,"_",-0.351,-0.373,-0.313,-0.220,-0.079,100.305
